TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
1.280000000,1.68484,0.0171351,0.494021,0.34919,0.0149277,3.03293,0.0963288,0.196811,0.0565541,1.35196,0.0526743,0.486915
1.322666667,1.72658,0.000922526,0.388715,0.524287,0.0112511,2.92896,0.201459,0.188309,0.151653,1.57087,0.0131814,0.202691
1.365333333,1.666,0.00680807,0.147487,0.594578,0,3.00776,0.455305,0.401171,0.106301,1.45589,0.00395279,0.0207769
1.408000000,1.69425,0,0.167136,0.375359,0,3.08503,0.586088,0.350209,0.023987,1.12733,0,0.0258176
1.450666667,1.36817,0,0.151581,0.297609,0.187172,3.14099,0.360082,0.182339,0.0780709,1.15823,0,0.113018
1.493333333,1.37138,0.00388323,0.0534041,0.339715,0.374746,3.25241,0.140977,0.145308,0.167029,1.4666,0,0.156206
1.536000000,1.45454,0.0171011,0.00280777,0.37832,0.339519,3.32893,0.0601092,0.109644,0.0446852,1.63021,0,0.172223
1.578666667,1.48609,0.118599,0.0534383,0.448479,0.188491,3.30949,0.0575673,0.158413,0.0241996,1.39191,0,0.188299
1.621333333,1.54695,0.105816,0.185441,0.483219,0.0505051,3.20025,0.082352,0.203072,0.0191187,1.15156,1.51508e-05,0.374009
1.664000000,1.66398,0.10456,0.138854,0.551127,0.00996818,3.11268,0.296545,0.354119,0.0208029,1.15663,0.0426804,0.482517
1.706666667,1.74348,0,0.0165853,0.704784,0,2.93248,0.497858,0.233566,0.0213844,1.18538,0.0801203,0.446793
1.749333333,1.58661,0.0503361,0.000298157,0.700065,0.0211975,2.85554,0.553007,0.214105,0.0194998,1.23089,0.0512596,0.238229
1.792000000,1.36415,0,0.0115911,0.815497,0.0662741,2.95204,0.242856,0.364803,0.0442492,1.46139,0.0333022,0.240549
1.834666667,1.51294,0.00703233,0.118906,0.852551,0.180071,2.86184,0.0618179,0.48493,0.118298,1.34427,0.0357836,0.203242
1.877333333,1.68443,0.0192903,0.085014,0.861807,0.265923,2.73126,0.059799,0.435025,0.113194,0.953058,0.0917852,0.0489627
1.920000000,1.77599,0.00411126,0.00808102,0.853189,0.212237,2.73266,0.0557629,0.471035,0.18522,0.911819,0.0167872,0.09499
1.962666667,1.7189,0.0026708,0.00563245,0.846634,0,2.76906,0.05962,0.534638,0.281486,1.03494,0.0178128,0.150187
2.005333333,1.66095,0.01429,0.0270703,0.936524,0,2.91197,0.0693719,0.563513,0.215066,1.06836,0.0126615,0.162657
